ProductionEventID,EventTimestamp,DateKey,UnitCode,ShiftKey,ClockHour,HourOfShift,AreaID,ActivityID,Quantity,UnitOfMeasure,EventDurationMinutes,HaulDistanceKm,RoadConditionIndex,CongestionIndex,PayloadTonnes,MaterialType,SourceSystem
P-0016945,2025-10-01 10:00:00,20251001,TR-003,DAY-A,10,4,A01,ACT-HAUL,50.661,t,35.84,2.258,0.886,0.421,50.661,Ore,Pitram-SIM
P-0025232,2025-10-01 10:00:00,20251001,TR-004,DAY-A,10,4,A01,ACT-HAUL,45.5,t,32.03,2.218,0.783,0.232,45.5,Ore,Pitram-SIM
P-0033494,2025-10-01 10:00:00,20251001,TR-005,DAY-A,10,4,A01,ACT-HAUL,45.749,t,37.91,2.26,0.834,0.254,45.749,Ore,Pitram-SIM
P-0050375,2025-10-01 10:00:00,20251001,TR-007,DAY-A,10,4,A01,ACT-HAUL,42.746,t,32.15,1.909,0.774,0.321,42.746,Ore,Pitram-SIM
P-0067543,2025-10-01 10:00:00,20251001,TR-009,DAY-A,10,4,A01,ACT-HAUL,50.657,t,27.2,1.89,0.908,0.417,50.657,Ore,Pitram-SIM
P-0076069,2025-10-01 10:00:00,20251001,TR-010,DAY-A,10,4,A01,ACT-HAUL,46.598,t,31.64,1.838,0.808,0.014,46.598,Ore,Pitram-SIM
P-0126623,2025-10-01 10:30:00,20251001,BT-004,DAY-A,10,4,A03,ACT-GS,1.061,bolts,36.83,,,,,,DeswikOps-SIM
P-0000015,2025-10-01 10:30:00,20251001,TR-001,DAY-A,10,4,A01,ACT-HAUL,42.962,t,36.02,2.29,0.765,0.337,42.962,Ore,Pitram-SIM
P-0008493,2025-10-01 10:30:00,20251001,TR-002,DAY-A,10,4,A03,ACT-HAUL,49.149,t,28.82,1.843,0.766,0.196,49.149,Ore,Pitram-SIM
P-0025233,2025-10-01 10:30:00,20251001,TR-004,DAY-A,10,4,A01,ACT-HAUL,48.604,t,28.03,1.765,0.789,0.129,48.604,Ore,Pitram-SIM
P-0033495,2025-10-01 10:30:00,20251001,TR-005,DAY-A,10,4,A01,ACT-HAUL,48.384,t,30.9,2.003,0.785,0.316,48.384,Ore,Pitram-SIM
P-0050376,2025-10-01 10:30:00,20251001,TR-007,DAY-A,10,4,A01,ACT-HAUL,39.523,t,31.49,2.195,0.842,0.167,39.523,Ore,Pitram-SIM
P-0067544,2025-10-01 10:30:00,20251001,TR-009,DAY-A,10,4,A04,ACT-HAUL,51.862,t,32.39,1.961,0.77,0.122,51.862,Ore,Pitram-SIM
P-0076070,2025-10-01 10:30:00,20251001,TR-010,DAY-A,10,4,A01,ACT-HAUL,44.346,t,29.75,1.933,0.661,0.247,44.346,Ore,Pitram-SIM
P-0000016,2025-10-01 11:00:00,20251001,TR-001,DAY-A,11,5,A01,ACT-HAUL,31.795,t,36.43,2.216,0.832,0.534,31.795,Ore,Pitram-SIM
P-0008494,2025-10-01 11:00:00,20251001,TR-002,DAY-A,11,5,A01,ACT-HAUL,50.194,t,28.75,1.974,0.934,0.137,50.194,Ore,Pitram-SIM
P-0016946,2025-10-01 11:00:00,20251001,TR-003,DAY-A,11,5,A01,ACT-HAUL,48.046,t,33.72,2.151,0.713,0.079,48.046,Ore,Pitram-SIM
P-0025234,2025-10-01 11:00:00,20251001,TR-004,DAY-A,11,5,A01,ACT-HAUL,40.104,t,34.86,2.107,0.841,0.412,40.104,Ore,Pitram-SIM
P-0033496,2025-10-01 11:00:00,20251001,TR-005,DAY-A,11,5,A01,ACT-HAUL,41.041,t,32.49,1.921,0.668,0.09,41.041,Ore,Pitram-SIM
P-0050377,2025-10-01 11:00:00,20251001,TR-007,DAY-A,11,5,A01,ACT-HAUL,40.626,t,30.99,2.048,0.74,0.158,40.626,Ore,Pitram-SIM
P-0076071,2025-10-01 11:00:00,20251001,TR-010,DAY-A,11,5,A01,ACT-HAUL,45.958,t,32.43,1.974,0.766,0.06,45.958,Ore,Pitram-SIM
P-0106350,2025-10-01 11:30:00,20251001,LH-003,DAY-A,11,5,A04,ACT-LOAD,195.018,t,35.51,0.709,0.781,0.042,195.018,Ore,Pitram-SIM
P-0117066,2025-10-01 11:30:00,20251001,LH-008,DAY-A,11,5,A01,ACT-LOAD,196.282,t,31.4,0.851,0.894,0.04,196.282,Ore,Pitram-SIM
P-0000017,2025-10-01 11:30:00,20251001,TR-001,DAY-A,11,5,A01,ACT-HAUL,44.811,t,30.28,1.961,0.792,0.1,44.811,Ore,Pitram-SIM
P-0016947,2025-10-01 11:30:00,20251001,TR-003,DAY-A,11,5,A01,ACT-HAUL,43.181,t,27.13,1.789,0.7,0.309,43.181,Ore,Pitram-SIM
P-0025235,2025-10-01 11:30:00,20251001,TR-004,DAY-A,11,5,A01,ACT-HAUL,44.673,t,30.37,1.751,0.792,0.139,44.673,Ore,Pitram-SIM
P-0033497,2025-10-01 11:30:00,20251001,TR-005,DAY-A,11,5,A01,ACT-HAUL,45.606,t,32.63,2.213,0.83,0.182,45.606,Ore,Pitram-SIM
P-0050378,2025-10-01 11:30:00,20251001,TR-007,DAY-A,11,5,A01,ACT-HAUL,48.701,t,29.66,2.067,0.82,0.119,48.701,Ore,Pitram-SIM
P-0076072,2025-10-01 11:30:00,20251001,TR-010,DAY-A,11,5,A01,ACT-HAUL,49.897,t,32.97,2.124,0.83,0.215,49.897,Ore,Pitram-SIM
P-0104984,2025-10-01 12:00:00,20251001,LH-002,DAY-A,12,6,A01,ACT-LOAD,190.623,t,35.67,0.882,0.888,0.205,190.623,Ore,Pitram-SIM
P-0000018,2025-10-01 12:00:00,20251001,TR-001,DAY-A,12,6,A01,ACT-HAUL,41.843,t,30.54,1.958,0.983,0.247,41.843,Ore,Pitram-SIM
P-0008495,2025-10-01 12:00:00,20251001,TR-002,DAY-A,12,6,A01,ACT-HAUL,47.829,t,29.97,2.277,0.692,0.116,47.829,Ore,Pitram-SIM
P-0016948,2025-10-01 12:00:00,20251001,TR-003,DAY-A,12,6,A01,ACT-HAUL,41.937,t,34.73,2.083,0.694,0.286,41.937,Ore,Pitram-SIM
P-0025236,2025-10-01 12:00:00,20251001,TR-004,DAY-A,12,6,A01,ACT-HAUL,45.452,t,28.75,1.941,0.814,0.141,45.452,Ore,Pitram-SIM
P-0033498,2025-10-01 12:00:00,20251001,TR-005,DAY-A,12,6,A01,ACT-HAUL,48.865,t,33.9,2.195,0.827,0.412,48.865,Ore,Pitram-SIM
P-0050379,2025-10-01 12:00:00,20251001,TR-007,DAY-A,12,6,A01,ACT-HAUL,42.581,t,35.92,2.285,0.698,0.135,42.581,Ore,Pitram-SIM
P-0058694,2025-10-01 12:00:00,20251001,TR-008,DAY-A,12,6,A01,ACT-HAUL,40.328,t,27.41,2.086,0.784,0.028,40.328,Ore,Pitram-SIM
P-0076073,2025-10-01 12:00:00,20251001,TR-010,DAY-A,12,6,A01,ACT-HAUL,49.91,t,30.55,1.901,0.795,0.159,49.91,Ore,Pitram-SIM
P-0132139,2025-10-01 12:00:00,20251001,UV-003,DAY-A,12,6,A04,ACT-AUX,0.736,trips,36.04,,,,,,DeswikOps-SIM
P-0124353,2025-10-01 12:30:00,20251001,BT-004,DAY-A,12,6,A03,ACT-GS,1.726,bolts,38.34,,,,,,DeswikOps-SIM
P-0120133,2025-10-01 12:30:00,20251001,JD-003,DAY-A,12,6,A02,ACT-DEV,1.934,m,41.86,,,,,,DeswikOps-SIM
P-0117253,2025-10-01 12:30:00,20251001,LH-008,DAY-A,12,6,A01,ACT-LOAD,102.865,t,17.84,0.73,0.843,0.081,102.865,Ore,Pitram-SIM
P-0000019,2025-10-01 12:30:00,20251001,TR-001,DAY-A,12,6,A01,ACT-HAUL,46.79,t,25.05,1.65,0.752,0.089,46.79,Ore,Pitram-SIM
P-0008496,2025-10-01 12:30:00,20251001,TR-002,DAY-A,12,6,A01,ACT-HAUL,44.0,t,20.92,2.035,0.901,0.184,44.0,Ore,Pitram-SIM
P-0016949,2025-10-01 12:30:00,20251001,TR-003,DAY-A,12,6,A01,ACT-HAUL,42.173,t,31.95,1.9,0.767,0.387,42.173,Ore,Pitram-SIM
P-0025237,2025-10-01 12:30:00,20251001,TR-004,DAY-A,12,6,A01,ACT-HAUL,58.093,t,29.15,1.65,0.916,0.252,58.093,Ore,Pitram-SIM
P-0033499,2025-10-01 12:30:00,20251001,TR-005,DAY-A,12,6,A01,ACT-HAUL,47.627,t,31.32,1.678,0.933,0.593,47.627,Ore,Pitram-SIM
P-0050380,2025-10-01 12:30:00,20251001,TR-007,DAY-A,12,6,A01,ACT-HAUL,49.14,t,29.36,1.914,0.897,0.058,49.14,Ore,Pitram-SIM
P-0058695,2025-10-01 12:30:00,20251001,TR-008,DAY-A,12,6,A01,ACT-HAUL,50.206,t,29.61,1.757,0.792,0.372,50.206,Ore,Pitram-SIM
P-0076074,2025-10-01 12:30:00,20251001,TR-010,DAY-A,12,6,A01,ACT-HAUL,46.01,t,33.12,2.16,0.853,0.472,46.01,Ore,Pitram-SIM
P-0117831,2025-10-01 13:00:00,20251001,LH-003,DAY-A,13,7,A01,ACT-LOAD,214.763,t,36.48,0.323,0.673,0.262,214.763,Ore,Pitram-SIM
P-0111877,2025-10-01 13:00:00,20251001,LH-008,DAY-A,13,7,A01,ACT-LOAD,132.347,t,26.32,0.315,0.886,0.253,132.347,Ore,Pitram-SIM
P-0000020,2025-10-01 13:00:00,20251001,TR-001,DAY-A,13,7,A01,ACT-HAUL,46.279,t,29.06,2.104,0.802,0.142,46.279,Ore,Pitram-SIM
P-0008497,2025-10-01 13:00:00,20251001,TR-002,DAY-A,13,7,A01,ACT-HAUL,44.847,t,26.44,1.93,0.86,0.219,44.847,Ore,Pitram-SIM
P-0016950,2025-10-01 13:00:00,20251001,TR-003,DAY-A,13,7,A04,ACT-HAUL,48.57,t,30.44,1.793,0.787,0.204,48.57,Ore,Pitram-SIM
P-0025238,2025-10-01 13:00:00,20251001,TR-004,DAY-A,13,7,A01,ACT-HAUL,43.772,t,31.36,2.231,0.83,0.018,43.772,Ore,Pitram-SIM
P-0033500,2025-10-01 13:00:00,20251001,TR-005,DAY-A,13,7,A01,ACT-HAUL,49.532,t,34.63,2.055,0.805,0.554,49.532,Ore,Pitram-SIM
P-0050381,2025-10-01 13:00:00,20251001,TR-007,DAY-A,13,7,A01,ACT-HAUL,42.583,t,40.11,2.331,0.805,0.125,42.583,Ore,Pitram-SIM
P-0058696,2025-10-01 13:00:00,20251001,TR-008,DAY-A,13,7,A01,ACT-HAUL,41.312,t,32.11,2.063,0.959,0.208,41.312,Ore,Pitram-SIM
P-0067545,2025-10-01 13:00:00,20251001,TR-009,DAY-A,13,7,A01,ACT-HAUL,44.869,t,24.78,1.832,0.783,0.124,44.869,Ore,Pitram-SIM
P-0076075,2025-10-01 13:00:00,20251001,TR-010,DAY-A,13,7,A01,ACT-HAUL,43.5,t,26.03,1.846,0.866,0.215,43.5,Ore,Pitram-SIM
P-0112606,2025-10-01 13:30:00,20251001,LH-002,DAY-A,13,7,A01,ACT-LOAD,162.638,t,26.48,1.12,0.904,0.454,162.638,Ore,Pitram-SIM
P-0000021,2025-10-01 13:30:00,20251001,TR-001,DAY-A,13,7,A01,ACT-HAUL,47.063,t,36.34,1.778,0.762,0.5,47.063,Ore,Pitram-SIM
P-0008498,2025-10-01 13:30:00,20251001,TR-002,DAY-A,13,7,A01,ACT-HAUL,38.525,t,31.36,2.065,0.728,0.285,38.525,Ore,Pitram-SIM
P-0016951,2025-10-01 13:30:00,20251001,TR-003,DAY-A,13,7,A01,ACT-HAUL,49.184,t,36.18,1.839,0.676,0.666,49.184,Ore,Pitram-SIM
P-0033501,2025-10-01 13:30:00,20251001,TR-005,DAY-A,13,7,A04,ACT-HAUL,51.582,t,33.19,2.112,0.824,0.329,51.582,Ore,Pitram-SIM
P-0050382,2025-10-01 13:30:00,20251001,TR-007,DAY-A,13,7,A01,ACT-HAUL,49.159,t,39.1,1.997,0.941,0.384,49.159,Ore,Pitram-SIM
P-0058697,2025-10-01 13:30:00,20251001,TR-008,DAY-A,13,7,A01,ACT-HAUL,47.004,t,36.78,2.155,0.73,0.22,47.004,Ore,Pitram-SIM
P-0067546,2025-10-01 13:30:00,20251001,TR-009,DAY-A,13,7,A01,ACT-HAUL,44.215,t,33.51,2.149,0.828,0.125,44.215,Ore,Pitram-SIM
P-0076076,2025-10-01 13:30:00,20251001,TR-010,DAY-A,13,7,A01,ACT-HAUL,46.958,t,28.55,2.009,0.653,0.119,46.958,Ore,Pitram-SIM
P-0133903,2025-10-01 13:30:00,20251001,UV-004,DAY-A,13,7,A04,ACT-AUX,0.834,trips,29.18,,,,,,DeswikOps-SIM
P-0118717,2025-10-01 14:00:00,20251001,LH-001,DAY-A,14,8,A01,ACT-LOAD,174.953,t,31.08,0.05,0.946,0.619,174.953,Ore,Pitram-SIM
P-0105864,2025-10-01 14:00:00,20251001,LH-008,DAY-A,14,8,A01,ACT-LOAD,209.88,t,18.66,0.659,0.802,0.275,209.88,Ore,Pitram-SIM
P-0000022,2025-10-01 14:00:00,20251001,TR-001,DAY-A,14,8,A01,ACT-HAUL,51.358,t,32.4,1.933,0.903,0.413,51.358,Ore,Pitram-SIM
P-0008499,2025-10-01 14:00:00,20251001,TR-002,DAY-A,14,8,A01,ACT-HAUL,53.149,t,34.74,2.114,0.652,0.085,53.149,Ore,Pitram-SIM
P-0016952,2025-10-01 14:00:00,20251001,TR-003,DAY-A,14,8,A01,ACT-HAUL,45.716,t,36.65,2.232,0.8,0.302,45.716,Ore,Pitram-SIM
P-0033502,2025-10-01 14:00:00,20251001,TR-005,DAY-A,14,8,A01,ACT-HAUL,36.652,t,35.52,1.814,0.84,0.239,36.652,Ore,Pitram-SIM
P-0058698,2025-10-01 14:00:00,20251001,TR-008,DAY-A,14,8,A01,ACT-HAUL,47.241,t,34.28,1.79,0.957,0.115,47.241,Ore,Pitram-SIM
P-0067547,2025-10-01 14:00:00,20251001,TR-009,DAY-A,14,8,A01,ACT-HAUL,51.707,t,25.37,1.934,0.797,0.138,51.707,Ore,Pitram-SIM
P-0076077,2025-10-01 14:00:00,20251001,TR-010,DAY-A,14,8,A01,ACT-HAUL,45.569,t,34.9,2.02,0.691,0.323,45.569,Ore,Pitram-SIM
P-0130003,2025-10-01 14:30:00,20251001,BT-005,DAY-A,14,8,A03,ACT-GS,1.619,bolts,40.87,,,,,,DeswikOps-SIM
P-0120835,2025-10-01 14:30:00,20251001,JD-001,DAY-A,14,8,A02,ACT-DEV,2.078,m,60.0,,,,,,DeswikOps-SIM
P-0000023,2025-10-01 14:30:00,20251001,TR-001,DAY-A,14,8,A01,ACT-HAUL,43.357,t,32.89,2.065,0.856,0.207,43.357,Ore,Pitram-SIM
P-0008500,2025-10-01 14:30:00,20251001,TR-002,DAY-A,14,8,A01,ACT-HAUL,50.767,t,30.74,2.214,0.838,0.132,50.767,Ore,Pitram-SIM
P-0016953,2025-10-01 14:30:00,20251001,TR-003,DAY-A,14,8,A01,ACT-HAUL,51.937,t,35.35,2.277,0.77,0.259,51.937,Ore,Pitram-SIM
P-0033503,2025-10-01 14:30:00,20251001,TR-005,DAY-A,14,8,A01,ACT-HAUL,48.436,t,34.08,2.177,0.814,0.248,48.436,Ore,Pitram-SIM
P-0058699,2025-10-01 14:30:00,20251001,TR-008,DAY-A,14,8,A01,ACT-HAUL,50.188,t,26.78,2.011,0.757,0.502,50.188,Ore,Pitram-SIM
P-0067548,2025-10-01 14:30:00,20251001,TR-009,DAY-A,14,8,A01,ACT-HAUL,43.051,t,31.61,1.961,0.715,0.334,43.051,Ore,Pitram-SIM
P-0076078,2025-10-01 14:30:00,20251001,TR-010,DAY-A,14,8,A01,ACT-HAUL,41.795,t,29.89,1.899,0.704,0.053,41.795,Ore,Pitram-SIM
P-0112913,2025-10-01 15:00:00,20251001,LH-007,DAY-A,15,9,A01,ACT-LOAD,136.23,t,23.32,0.539,0.78,0.22,136.23,Ore,Pitram-SIM
P-0000024,2025-10-01 15:00:00,20251001,TR-001,DAY-A,15,9,A01,ACT-HAUL,47.472,t,31.29,2.025,0.809,0.062,47.472,Ore,Pitram-SIM
P-0008501,2025-10-01 15:00:00,20251001,TR-002,DAY-A,15,9,A02,ACT-HAUL,46.978,t,31.83,1.972,0.905,0.241,46.978,Ore,Pitram-SIM
P-0033504,2025-10-01 15:00:00,20251001,TR-005,DAY-A,15,9,A04,ACT-HAUL,51.865,t,31.2,2.072,0.948,0.163,51.865,Ore,Pitram-SIM
P-0050383,2025-10-01 15:00:00,20251001,TR-007,DAY-A,15,9,A01,ACT-HAUL,43.811,t,26.37,1.807,0.813,0.342,43.811,Ore,Pitram-SIM
P-0058700,2025-10-01 15:00:00,20251001,TR-008,DAY-A,15,9,A01,ACT-HAUL,45.609,t,28.33,2.241,0.776,0.204,45.609,Ore,Pitram-SIM
P-0067549,2025-10-01 15:00:00,20251001,TR-009,DAY-A,15,9,A01,ACT-HAUL,48.631,t,28.44,1.719,0.8,0.489,48.631,Ore,Pitram-SIM
P-0076079,2025-10-01 15:00:00,20251001,TR-010,DAY-A,15,9,A04,ACT-HAUL,39.78,t,30.34,2.31,0.747,0.187,39.78,Ore,Pitram-SIM
P-0124153,2025-10-01 15:30:00,20251001,BT-002,DAY-A,15,9,A03,ACT-GS,1.581,bolts,40.44,,,,,,DeswikOps-SIM
P-0107859,2025-10-01 15:30:00,20251001,LH-007,DAY-A,15,9,A01,ACT-LOAD,102.443,t,16.66,0.647,0.751,0.193,102.443,Ore,Pitram-SIM
P-0008502,2025-10-01 15:30:00,20251001,TR-002,DAY-A,15,9,A01,ACT-HAUL,44.812,t,28.0,1.791,0.729,0.228,44.812,Ore,Pitram-SIM
P-0050384,2025-10-01 15:30:00,20251001,TR-007,DAY-A,15,9,A01,ACT-HAUL,41.516,t,30.79,1.711,0.752,0.109,41.516,Ore,Pitram-SIM
P-0058701,2025-10-01 15:30:00,20251001,TR-008,DAY-A,15,9,A01,ACT-HAUL,54.424,t,34.4,2.225,0.752,0.082,54.424,Ore,Pitram-SIM
P-0067550,2025-10-01 15:30:00,20251001,TR-009,DAY-A,15,9,A01,ACT-HAUL,44.365,t,31.25,2.108,0.791,0.128,44.365,Ore,Pitram-SIM
P-0076080,2025-10-01 15:30:00,20251001,TR-010,DAY-A,15,9,A01,ACT-HAUL,52.525,t,35.47,2.074,0.747,0.168,52.525,Ore,Pitram-SIM
P-0102921,2025-10-01 16:00:00,20251001,LH-007,DAY-A,16,10,A01,ACT-LOAD,126.383,t,32.82,0.864,0.632,0.473,126.383,Ore,Pitram-SIM
P-0008503,2025-10-01 16:00:00,20251001,TR-002,DAY-A,16,10,A01,ACT-HAUL,55.507,t,28.86,2.064,0.748,0.216,55.507,Ore,Pitram-SIM
P-0050385,2025-10-01 16:00:00,20251001,TR-007,DAY-A,16,10,A01,ACT-HAUL,48.792,t,25.67,1.767,0.73,0.341,48.792,Ore,Pitram-SIM
P-0058702,2025-10-01 16:00:00,20251001,TR-008,DAY-A,16,10,A01,ACT-HAUL,49.828,t,29.2,1.65,0.728,0.231,49.828,Ore,Pitram-SIM
P-0067551,2025-10-01 16:00:00,20251001,TR-009,DAY-A,16,10,A01,ACT-HAUL,50.948,t,29.81,1.876,0.77,0.105,50.948,Ore,Pitram-SIM
P-0076081,2025-10-01 16:00:00,20251001,TR-010,DAY-A,16,10,A01,ACT-HAUL,49.079,t,31.84,1.89,0.804,0.2,49.079,Ore,Pitram-SIM
P-0134200,2025-10-01 16:00:00,20251001,UV-003,DAY-A,16,10,A01,ACT-AUX,0.755,trips,31.86,,,,,,DeswikOps-SIM
P-0136463,2025-10-01 16:00:00,20251001,UV-004,DAY-A,16,10,A04,ACT-AUX,0.916,trips,32.25,,,,,,DeswikOps-SIM
P-0126644,2025-10-01 16:30:00,20251001,BT-006,DAY-A,16,10,A03,ACT-GS,2.117,bolts,36.42,,,,,,DeswikOps-SIM
P-0000025,2025-10-01 16:30:00,20251001,TR-001,DAY-A,16,10,A01,ACT-HAUL,49.196,t,28.8,1.953,0.894,0.07,49.196,Ore,Pitram-SIM
P-0008504,2025-10-01 16:30:00,20251001,TR-002,DAY-A,16,10,A01,ACT-HAUL,39.924,t,34.76,1.962,0.682,0.356,39.924,Ore,Pitram-SIM
P-0050386,2025-10-01 16:30:00,20251001,TR-007,DAY-A,16,10,A01,ACT-HAUL,38.751,t,30.31,1.932,0.77,0.038,38.751,Ore,Pitram-SIM
P-0058703,2025-10-01 16:30:00,20251001,TR-008,DAY-A,16,10,A01,ACT-HAUL,51.15,t,33.51,2.087,0.573,0.146,51.15,Ore,Pitram-SIM
P-0067552,2025-10-01 16:30:00,20251001,TR-009,DAY-A,16,10,A01,ACT-HAUL,35.402,t,32.59,1.779,0.802,0.287,35.402,Ore,Pitram-SIM
P-0076082,2025-10-01 16:30:00,20251001,TR-010,DAY-A,16,10,A01,ACT-HAUL,51.594,t,34.17,2.246,0.893,0.482,51.594,Ore,Pitram-SIM
P-0000026,2025-10-01 17:00:00,20251001,TR-001,DAY-A,17,11,A01,ACT-HAUL,48.355,t,34.34,1.995,0.821,0.223,48.355,Ore,Pitram-SIM
P-0008505,2025-10-01 17:00:00,20251001,TR-002,DAY-A,17,11,A01,ACT-HAUL,44.389,t,31.22,2.05,0.888,0.075,44.389,Ore,Pitram-SIM
P-0050387,2025-10-01 17:00:00,20251001,TR-007,DAY-A,17,11,A01,ACT-HAUL,43.437,t,29.75,1.991,0.885,0.161,43.437,Ore,Pitram-SIM
P-0058704,2025-10-01 17:00:00,20251001,TR-008,DAY-A,17,11,A01,ACT-HAUL,54.353,t,28.21,1.964,0.796,0.196,54.353,Ore,Pitram-SIM
P-0067553,2025-10-01 17:00:00,20251001,TR-009,DAY-A,17,11,A01,ACT-HAUL,46.263,t,32.79,2.087,0.779,0.164,46.263,Ore,Pitram-SIM
P-0129104,2025-10-01 17:30:00,20251001,BT-004,DAY-A,17,11,A03,ACT-GS,1.256,bolts,34.9,,,,,,DeswikOps-SIM
P-0102807,2025-10-01 17:30:00,20251001,LH-005,DAY-A,17,11,A01,ACT-LOAD,211.924,t,19.66,0.763,0.922,0.084,211.924,Ore,Pitram-SIM
P-0000027,2025-10-01 17:30:00,20251001,TR-001,DAY-A,17,11,A01,ACT-HAUL,41.894,t,31.25,1.883,0.768,0.15,41.894,Ore,Pitram-SIM
P-0008506,2025-10-01 17:30:00,20251001,TR-002,DAY-A,17,11,A01,ACT-HAUL,49.672,t,40.08,2.144,0.802,0.415,49.672,Ore,Pitram-SIM
P-0033505,2025-10-01 17:30:00,20251001,TR-005,DAY-A,17,11,A01,ACT-HAUL,46.303,t,28.63,2.045,0.692,0.298,46.303,Ore,Pitram-SIM
P-0050388,2025-10-01 17:30:00,20251001,TR-007,DAY-A,17,11,A01,ACT-HAUL,55.947,t,28.78,1.718,0.713,0.297,55.947,Ore,Pitram-SIM
P-0119071,2025-10-01 18:00:00,20251001,JD-002,NIGHT-B,18,0,A02,ACT-DEV,1.825,m,51.63,,,,,,DeswikOps-SIM
P-0103825,2025-10-01 18:00:00,20251001,LH-001,NIGHT-B,18,0,A01,ACT-LOAD,259.305,t,30.48,0.729,0.865,0.273,259.305,Ore,Pitram-SIM
P-0000028,2025-10-01 18:00:00,20251001,TR-001,NIGHT-B,18,0,A01,ACT-HAUL,56.6,t,35.15,2.003,0.925,0.405,56.6,Ore,Pitram-SIM
P-0008507,2025-10-01 18:00:00,20251001,TR-002,NIGHT-B,18,0,A01,ACT-HAUL,39.031,t,32.82,2.023,0.803,0.037,39.031,Ore,Pitram-SIM
P-0016954,2025-10-01 18:00:00,20251001,TR-003,NIGHT-B,18,0,A01,ACT-HAUL,52.91,t,31.59,1.845,0.811,0.025,52.91,Ore,Pitram-SIM
P-0033506,2025-10-01 18:00:00,20251001,TR-005,NIGHT-B,18,0,A01,ACT-HAUL,43.314,t,33.1,1.817,0.803,0.181,43.314,Ore,Pitram-SIM
P-0050389,2025-10-01 18:00:00,20251001,TR-007,NIGHT-B,18,0,A01,ACT-HAUL,49.429,t,25.93,1.795,0.728,0.136,49.429,Ore,Pitram-SIM
P-0058705,2025-10-01 18:00:00,20251001,TR-008,NIGHT-B,18,0,A01,ACT-HAUL,50.355,t,31.18,2.177,0.782,0.167,50.355,Ore,Pitram-SIM
P-0000029,2025-10-01 18:30:00,20251001,TR-001,NIGHT-B,18,0,A01,ACT-HAUL,52.827,t,38.03,2.163,0.68,0.307,52.827,Ore,Pitram-SIM
P-0016955,2025-10-01 18:30:00,20251001,TR-003,NIGHT-B,18,0,A01,ACT-HAUL,43.973,t,29.76,1.928,0.836,0.083,43.973,Ore,Pitram-SIM
P-0033507,2025-10-01 18:30:00,20251001,TR-005,NIGHT-B,18,0,A01,ACT-HAUL,49.944,t,28.05,1.9,0.776,0.299,49.944,Ore,Pitram-SIM
P-0050390,2025-10-01 18:30:00,20251001,TR-007,NIGHT-B,18,0,A01,ACT-HAUL,42.217,t,37.69,1.928,0.724,0.217,42.217,Ore,Pitram-SIM
P-0058706,2025-10-01 18:30:00,20251001,TR-008,NIGHT-B,18,0,A01,ACT-HAUL,45.106,t,35.61,2.078,0.659,0.644,45.106,Ore,Pitram-SIM
P-0132863,2025-10-01 18:30:00,20251001,UV-003,NIGHT-B,18,0,A04,ACT-AUX,0.958,trips,30.17,,,,,,DeswikOps-SIM
P-0127290,2025-10-01 19:00:00,20251001,BT-004,NIGHT-B,19,1,A03,ACT-GS,1.407,bolts,44.44,,,,,,DeswikOps-SIM
P-0016956,2025-10-01 19:00:00,20251001,TR-003,NIGHT-B,19,1,A01,ACT-HAUL,44.754,t,31.73,1.974,0.76,0.084,44.754,Ore,Pitram-SIM
P-0033508,2025-10-01 19:00:00,20251001,TR-005,NIGHT-B,19,1,A01,ACT-HAUL,49.899,t,34.12,2.172,0.571,0.126,49.899,Ore,Pitram-SIM
P-0058707,2025-10-01 19:00:00,20251001,TR-008,NIGHT-B,19,1,A01,ACT-HAUL,40.807,t,30.06,2.114,1.0,0.264,40.807,Ore,Pitram-SIM
P-0130957,2025-10-01 19:00:00,20251001,UV-003,NIGHT-B,19,1,A02,ACT-AUX,1.191,trips,49.26,,,,,,DeswikOps-SIM
P-0126798,2025-10-01 19:30:00,20251001,BT-006,NIGHT-B,19,1,A03,ACT-GS,1.117,bolts,38.48,,,,,,DeswikOps-SIM
P-0016957,2025-10-01 19:30:00,20251001,TR-003,NIGHT-B,19,1,A01,ACT-HAUL,41.255,t,28.63,1.963,0.87,0.192,41.255,Ore,Pitram-SIM
P-0025239,2025-10-01 19:30:00,20251001,TR-004,NIGHT-B,19,1,A02,ACT-HAUL,44.318,t,30.46,1.904,0.767,0.114,44.318,Ore,Pitram-SIM
P-0033509,2025-10-01 19:30:00,20251001,TR-005,NIGHT-B,19,1,A01,ACT-HAUL,40.662,t,32.0,1.951,0.851,0.311,40.662,Ore,Pitram-SIM
P-0058708,2025-10-01 19:30:00,20251001,TR-008,NIGHT-B,19,1,A03,ACT-HAUL,42.893,t,35.78,2.122,0.719,0.084,42.893,Ore,Pitram-SIM
P-0124098,2025-10-01 20:00:00,20251001,BT-004,NIGHT-B,20,2,A01,ACT-GS,1.177,bolts,24.52,,,,,,DeswikOps-SIM
P-0016958,2025-10-01 20:00:00,20251001,TR-003,NIGHT-B,20,2,A01,ACT-HAUL,45.031,t,32.68,2.033,0.757,0.205,45.031,Ore,Pitram-SIM
P-0025240,2025-10-01 20:00:00,20251001,TR-004,NIGHT-B,20,2,A01,ACT-HAUL,44.877,t,32.63,1.848,0.888,0.297,44.877,Ore,Pitram-SIM
