FailureID,FailureTimestamp,DateKey,UnitCode,ComponentID,FailureMode,WorkOrderID,RepairStart,RepairEnd,ActiveRepairHours,LogisticsWaitHours,TotalDownHours,SMUHours,FailureCode,SourceSystem
F-000130,2026-03-10 22:30:00,20260310,TR-002,CMP-ELE,Lighting circuit fault,WO-000259,2026-03-10 23:47:06,2026-03-11 04:28:03,4.68,1.29,5.97,10213.8,ELE-79,CMMS-SIM
F-000131,2026-03-20 14:00:00,20260320,TR-002,CMP-ELE,Lighting circuit fault,WO-000262,2026-03-20 14:32:38,2026-03-20 16:22:42,1.83,0.54,2.38,10234.5,ELE-97,CMMS-SIM
F-000132,2026-03-24 13:00:00,20260324,TR-002,CMP-ELE,Starter fault,WO-000264,2026-03-24 13:24:34,2026-03-25 05:21:32,15.95,0.41,16.36,10311.4,ELE-72,CMMS-SIM
F-000133,2026-03-25 21:30:00,20260325,TR-002,CMP-ELE,Sensor failure,WO-000265,2026-03-25 21:47:39,2026-03-25 23:19:48,1.54,0.29,1.83,10401.1,ELE-92,CMMS-SIM
F-000134,2026-03-26 03:00:00,20260326,TR-002,CMP-HYD,Valve block leak,WO-000266,2026-03-26 04:11:53,2026-03-26 05:04:39,0.88,1.2,2.08,10474.4,HYD-99,CMMS-SIM
F-000135,2026-03-28 12:30:00,20260328,TR-002,CMP-TYR,Tyre change,WO-000268,2026-03-28 13:53:17,2026-03-28 21:02:49,7.16,1.39,8.55,10510.6,TYR-22,CMMS-SIM
F-000136,2026-03-31 05:30:00,20260331,TR-002,CMP-HYD,Boom cylinder seal leak,WO-000270,2026-03-31 07:19:33,2026-03-31 19:27:35,12.13,1.83,13.96,10523.4,HYD-11,CMMS-SIM
F-000137,2026-03-31 16:30:00,20260331,TR-002,CMP-HYD,Valve block leak,WO-000271,2026-03-31 22:24:11,2026-04-01 04:21:30,5.96,5.9,11.86,10579.6,HYD-39,CMMS-SIM
F-000138,2026-04-01 21:00:00,20260401,TR-002,CMP-HYD,Boom cylinder seal leak,WO-000272,2026-04-02 03:54:31,2026-04-02 07:10:53,3.27,6.91,10.18,10612.0,HYD-49,CMMS-SIM
F-000139,2026-04-05 15:30:00,20260405,TR-002,CMP-TYR,Tyre change,WO-000273,2026-04-05 18:23:11,2026-04-05 23:16:25,4.89,2.89,7.77,10661.4,TYR-24,CMMS-SIM
F-000140,2026-04-07 20:30:00,20260407,TR-002,CMP-TYR,Tyre change,WO-000275,2026-04-07 21:08:38,2026-04-08 02:13:31,5.08,0.64,5.73,10690.9,TYR-49,CMMS-SIM
F-000141,2026-04-11 10:30:00,20260411,TR-002,CMP-BRK,Brake pressure fault,WO-000277,2026-04-11 11:25:14,2026-04-11 18:19:40,6.91,0.92,7.83,10711.0,BRK-93,CMMS-SIM
F-000142,2026-04-12 02:00:00,20260412,TR-002,CMP-SVC,Service-related defect,WO-000278,2026-04-12 02:53:58,2026-04-12 07:49:45,4.93,0.9,5.83,10758.0,SVC-23,CMMS-SIM
F-000143,2026-04-22 11:00:00,20260422,TR-002,CMP-ELE,Sensor failure,WO-000282,2026-04-22 11:58:01,2026-04-22 14:24:44,2.45,0.97,3.41,10768.2,ELE-10,CMMS-SIM
F-000144,2026-05-01 01:30:00,20260501,TR-002,CMP-ENG,Cooling issue,WO-000285,2026-05-01 04:05:25,2026-05-01 11:58:58,7.89,2.59,10.48,10854.0,ENG-06,CMMS-SIM
F-000145,2026-05-02 06:00:00,20260502,TR-002,CMP-TYR,Tyre change,WO-000286,2026-05-02 06:20:31,2026-05-02 09:57:57,3.62,0.34,3.97,10889.9,TYR-22,CMMS-SIM
F-000146,2026-05-04 15:00:00,20260504,TR-002,CMP-HYD,Valve block leak,WO-000287,2026-05-04 15:01:59,2026-05-04 20:33:53,5.53,0.03,5.56,10908.0,HYD-29,CMMS-SIM
F-000147,2026-05-09 07:00:00,20260509,TR-002,CMP-ELE,Harness damage,WO-000290,2026-05-09 09:24:48,2026-05-09 14:45:44,5.35,2.41,7.76,10985.8,ELE-78,CMMS-SIM
F-000148,2026-05-11 08:00:00,20260511,TR-002,CMP-HYD,Valve block leak,WO-000292,2026-05-11 08:56:52,2026-05-11 09:53:42,0.95,0.95,1.9,11070.0,HYD-18,CMMS-SIM
F-000149,2026-05-11 13:30:00,20260511,TR-002,CMP-HYD,Main pump failure,WO-000293,2026-05-11 15:14:49,2026-05-11 20:14:32,5.0,1.75,6.74,11110.5,HYD-30,CMMS-SIM
F-000150,2026-05-15 07:30:00,20260515,TR-002,CMP-TYR,Tyre change,WO-000294,2026-05-15 09:05:39,2026-05-15 11:36:09,2.51,1.59,4.1,11195.7,TYR-35,CMMS-SIM
F-000151,2026-05-17 09:00:00,20260517,TR-002,CMP-HYD,Valve block leak,WO-000295,2026-05-17 10:12:28,2026-05-17 16:43:46,6.52,1.21,7.73,11283.4,HYD-46,CMMS-SIM
F-000152,2026-05-19 12:30:00,20260519,TR-002,CMP-TYR,Sidewall damage,WO-000297,2026-05-19 13:36:33,2026-05-19 17:38:58,4.04,1.11,5.15,11352.1,TYR-65,CMMS-SIM
F-000153,2026-05-25 04:00:00,20260525,TR-002,CMP-ELE,Lighting circuit fault,WO-000299,2026-05-25 05:18:22,2026-05-25 12:36:46,7.31,1.31,8.61,11368.5,ELE-27,CMMS-SIM
F-000154,2026-05-29 22:00:00,20260529,TR-002,CMP-TYR,Sidewall damage,WO-000302,2026-05-29 23:15:39,2026-05-30 06:03:32,6.8,1.26,8.06,11435.3,TYR-74,CMMS-SIM
F-000155,2026-06-03 04:00:00,20260603,TR-002,CMP-TYR,Sidewall damage,WO-000303,2026-06-03 04:59:39,2026-06-03 10:02:54,5.05,0.99,6.05,11501.8,TYR-77,CMMS-SIM
F-000156,2026-06-05 20:30:00,20260605,TR-002,CMP-OTH,Other mechanical fault,WO-000304,2026-06-05 22:09:46,2026-06-06 04:02:43,5.88,1.66,7.55,11537.1,OTH-20,CMMS-SIM
F-000157,2026-06-11 00:00:00,20260611,TR-002,CMP-HYD,Hose burst,WO-000305,2026-06-11 03:14:29,2026-06-11 08:10:24,4.93,3.24,8.17,11611.7,HYD-57,CMMS-SIM
F-000158,2026-06-23 12:00:00,20260623,TR-002,CMP-ELE,Sensor failure,WO-000309,2026-06-23 12:40:06,2026-06-23 15:26:07,2.77,0.67,3.44,11648.9,ELE-95,CMMS-SIM
F-000159,2026-07-04 02:30:00,20260704,TR-002,CMP-ELE,Starter fault,WO-000312,2026-07-04 04:33:27,2026-07-04 13:58:33,9.42,2.06,11.48,11734.9,ELE-19,CMMS-SIM
F-000160,2026-07-05 12:30:00,20260705,TR-002,CMP-HYD,Valve block leak,WO-000313,2026-07-05 12:53:48,2026-07-05 17:09:10,4.26,0.4,4.65,11759.4,HYD-04,CMMS-SIM
F-000161,2026-07-12 19:30:00,20260712,TR-002,CMP-HYD,Main pump failure,WO-000314,2026-07-12 19:51:56,2026-07-13 03:45:37,7.89,0.37,8.26,11838.4,HYD-17,CMMS-SIM
F-000162,2026-07-17 16:30:00,20260717,TR-002,CMP-ELE,Sensor failure,WO-000317,2026-07-17 17:09:17,2026-07-18 03:41:42,10.54,0.65,11.2,11876.3,ELE-44,CMMS-SIM
F-000163,2026-07-21 00:30:00,20260721,TR-002,CMP-BRK,Brake pressure fault,WO-000318,2026-07-21 02:10:36,2026-07-21 04:32:16,2.36,1.68,4.04,11954.4,BRK-60,CMMS-SIM
F-000164,2026-08-03 14:30:00,20260803,TR-002,CMP-ELE,Lighting circuit fault,WO-000322,2026-08-03 14:54:01,2026-08-03 16:38:57,1.75,0.4,2.15,12014.3,ELE-29,CMMS-SIM
F-000165,2026-09-07 17:30:00,20260907,TR-002,CMP-ELE,Harness damage,WO-000325,2026-09-07 18:11:38,2026-09-08 00:20:32,6.15,0.69,6.84,12041.8,ELE-85,CMMS-SIM
F-000166,2025-10-01 15:00:00,20251001,TR-003,CMP-ELE,Sensor failure,WO-000326,2025-10-01 17:07:29,2025-10-02 01:12:44,8.09,2.12,10.21,8083.4,ELE-77,CMMS-SIM
F-000167,2025-10-03 03:00:00,20251003,TR-003,CMP-TYR,Track tension failure,WO-000328,2025-10-03 04:02:41,2025-10-03 05:53:06,1.84,1.04,2.89,8139.8,TYR-63,CMMS-SIM
F-000168,2025-10-05 18:30:00,20251005,TR-003,CMP-TYR,Track tension failure,WO-000329,2025-10-05 19:01:41,2025-10-05 23:08:14,4.11,0.53,4.64,8171.5,TYR-56,CMMS-SIM
F-000169,2025-10-08 01:30:00,20251008,TR-003,CMP-HYD,Hose burst,WO-000330,2025-10-08 03:08:22,2025-10-08 06:20:18,3.2,1.64,4.84,8233.9,HYD-72,CMMS-SIM
F-000170,2025-10-11 16:00:00,20251011,TR-003,CMP-ELE,Lighting circuit fault,WO-000333,2025-10-11 17:37:09,2025-10-11 23:01:26,5.4,1.62,7.02,8304.3,ELE-44,CMMS-SIM
F-000171,2025-10-24 16:30:00,20251024,TR-003,CMP-ELE,Sensor failure,WO-000337,2025-10-24 17:50:09,2025-10-25 02:08:53,8.31,1.34,9.65,8365.5,ELE-13,CMMS-SIM
F-000172,2025-10-24 21:00:00,20251024,TR-003,CMP-ELE,Lighting circuit fault,WO-000338,2025-10-24 21:31:32,2025-10-25 05:34:43,8.05,0.53,8.58,8448.0,ELE-76,CMMS-SIM
F-000173,2025-10-25 11:00:00,20251025,TR-003,CMP-HYD,Boom cylinder seal leak,WO-000339,2025-10-25 13:53:15,2025-10-26 01:38:01,11.75,2.89,14.63,8525.7,HYD-72,CMMS-SIM
F-000174,2025-10-29 06:30:00,20251029,TR-003,CMP-ENG,Fuel system fault,WO-000344,2025-10-29 06:42:21,2025-10-29 13:07:30,6.42,0.21,6.63,8537.1,ENG-34,CMMS-SIM
F-000175,2025-10-31 21:30:00,20251031,TR-003,CMP-HYD,Valve block leak,WO-000345,2025-10-31 22:42:03,2025-11-01 01:14:29,2.54,1.2,3.74,8547.1,HYD-25,CMMS-SIM
F-000176,2025-11-05 02:30:00,20251105,TR-003,CMP-BRK,Brake wear alarm,WO-000347,2025-11-05 06:27:34,2025-11-05 19:26:37,12.98,3.96,16.94,8629.9,BRK-54,CMMS-SIM
F-000177,2025-11-08 19:00:00,20251108,TR-003,CMP-ELE,Lighting circuit fault,WO-000349,2025-11-08 22:40:59,2025-11-09 10:06:44,11.43,3.68,15.11,8645.6,ELE-93,CMMS-SIM
F-000178,2025-11-09 15:00:00,20251109,TR-003,CMP-ELE,Harness damage,WO-000350,2025-11-09 16:35:56,2025-11-10 00:31:59,7.93,1.6,9.53,8717.5,ELE-80,CMMS-SIM
F-000179,2025-11-18 11:30:00,20251118,TR-003,CMP-ELE,Lighting circuit fault,WO-000354,2025-11-18 12:48:54,2025-11-19 04:50:56,16.03,1.32,17.35,8734.1,ELE-33,CMMS-SIM
F-000180,2025-11-21 06:30:00,20251121,TR-003,CMP-TYR,Tyre change,WO-000357,2025-11-21 08:41:44,2025-11-21 16:40:19,7.98,2.2,10.17,8823.4,TYR-02,CMMS-SIM
F-000181,2025-11-25 07:00:00,20251125,TR-003,CMP-HYD,Valve block leak,WO-000361,2025-11-25 07:06:28,2025-11-25 10:36:51,3.51,0.11,3.61,8854.3,HYD-21,CMMS-SIM
F-000182,2025-11-26 00:30:00,20251126,TR-003,CMP-OTH,Other mechanical fault,WO-000362,2025-11-26 02:41:48,2025-11-26 06:39:54,3.97,2.2,6.17,8914.7,OTH-32,CMMS-SIM
F-000183,2025-11-26 20:00:00,20251126,TR-003,CMP-HYD,Main pump failure,WO-000363,2025-11-26 20:20:15,2025-11-27 03:11:19,6.85,0.34,7.19,8935.5,HYD-63,CMMS-SIM
F-000184,2025-11-28 04:30:00,20251128,TR-003,CMP-TYR,Tyre change,WO-000364,2025-11-28 05:11:17,2025-11-28 11:07:24,5.94,0.69,6.62,9021.0,TYR-54,CMMS-SIM
F-000185,2025-11-29 09:30:00,20251129,TR-003,CMP-ELE,Lighting circuit fault,WO-000365,2025-11-29 13:40:33,2025-11-29 19:18:32,5.63,4.18,9.81,9086.1,ELE-29,CMMS-SIM
F-000186,2025-12-01 11:00:00,20251201,TR-003,CMP-HYD,Valve block leak,WO-000366,2025-12-01 14:15:12,2025-12-01 18:15:14,4.0,3.25,7.25,9138.5,HYD-97,CMMS-SIM
F-000187,2025-12-04 09:30:00,20251204,TR-003,CMP-HYD,Boom cylinder seal leak,WO-000369,2025-12-04 10:00:32,2025-12-04 13:41:33,3.68,0.51,4.19,9207.2,HYD-03,CMMS-SIM
F-000188,2025-12-09 04:30:00,20251209,TR-003,CMP-ELE,Starter fault,WO-000372,2025-12-09 05:14:37,2025-12-09 15:55:18,10.68,0.74,11.42,9243.1,ELE-45,CMMS-SIM
F-000189,2025-12-09 12:00:00,20251209,TR-003,CMP-ENG,Fuel system fault,WO-000373,2025-12-09 12:09:10,2025-12-09 16:30:54,4.36,0.15,4.52,9311.2,ENG-62,CMMS-SIM
F-000190,2025-12-18 05:30:00,20251218,TR-003,CMP-TYR,Sidewall damage,WO-000377,2025-12-18 09:15:26,2025-12-18 14:18:14,5.05,3.76,8.8,9382.4,TYR-30,CMMS-SIM
F-000191,2025-12-20 18:00:00,20251220,TR-003,CMP-ELE,Starter fault,WO-000378,2025-12-20 21:08:54,2025-12-21 02:57:16,5.81,3.15,8.95,9450.1,ELE-37,CMMS-SIM
F-000192,2025-12-21 09:30:00,20251221,TR-003,CMP-TYR,Tyre change,WO-000379,2025-12-21 12:10:02,2025-12-21 14:28:48,2.31,2.67,4.98,9488.9,TYR-39,CMMS-SIM
F-000193,2025-12-22 15:30:00,20251222,TR-003,CMP-HYD,Main pump failure,WO-000380,2025-12-22 17:19:09,2025-12-23 01:26:54,8.13,1.82,9.95,9575.9,HYD-39,CMMS-SIM
F-000194,2025-12-25 20:00:00,20251225,TR-003,CMP-HYD,Valve block leak,WO-000382,2025-12-25 21:43:44,2025-12-26 04:15:22,6.53,1.73,8.26,9631.7,HYD-84,CMMS-SIM
F-000195,2025-12-26 03:00:00,20251226,TR-003,CMP-HYD,Hose burst,WO-000383,2025-12-26 03:13:25,2025-12-26 05:15:41,2.04,0.22,2.26,9683.7,HYD-18,CMMS-SIM
F-000196,2025-12-26 16:30:00,20251226,TR-003,CMP-HYD,Valve block leak,WO-000384,2025-12-26 17:48:53,2025-12-27 04:03:09,10.24,1.31,11.55,9768.5,HYD-42,CMMS-SIM
F-000197,2025-12-29 16:00:00,20251229,TR-003,CMP-HYD,Valve block leak,WO-000386,2025-12-29 16:19:32,2025-12-29 23:34:53,7.26,0.33,7.58,9779.8,HYD-89,CMMS-SIM
F-000198,2026-01-02 13:30:00,20260102,TR-003,CMP-ENG,Fuel system fault,WO-000387,2026-01-02 13:56:24,2026-01-02 21:08:52,7.21,0.44,7.65,9828.6,ENG-13,CMMS-SIM
F-000199,2026-01-06 14:30:00,20260106,TR-003,CMP-TYR,Track tension failure,WO-000389,2026-01-06 16:22:40,2026-01-06 18:29:56,2.12,1.88,4.0,9867.7,TYR-06,CMMS-SIM
F-000200,2026-01-12 14:30:00,20260112,TR-003,CMP-ENG,Turbo fault,WO-000392,2026-01-12 17:10:02,2026-01-12 22:26:52,5.28,2.67,7.95,9918.8,ENG-93,CMMS-SIM
F-000201,2026-01-13 13:00:00,20260113,TR-003,CMP-ELE,Lighting circuit fault,WO-000395,2026-01-13 14:07:14,2026-01-13 18:12:01,4.08,1.12,5.2,9931.9,ELE-89,CMMS-SIM
F-000202,2026-01-21 20:30:00,20260121,TR-003,CMP-BRK,Brake wear alarm,WO-000401,2026-01-21 21:49:56,2026-01-22 03:08:15,5.31,1.33,6.64,9999.2,BRK-69,CMMS-SIM
F-000203,2026-01-22 11:00:00,20260122,TR-003,CMP-HYD,Boom cylinder seal leak,WO-000402,2026-01-22 11:16:11,2026-01-22 22:25:50,11.16,0.27,11.43,10051.0,HYD-25,CMMS-SIM
F-000204,2026-01-26 20:00:00,20260126,TR-003,CMP-ENG,Turbo fault,WO-000405,2026-01-26 22:53:57,2026-01-27 04:43:08,5.82,2.9,8.72,10098.4,ENG-89,CMMS-SIM
F-000205,2026-01-27 17:30:00,20260127,TR-003,CMP-ELE,Sensor failure,WO-000406,2026-01-27 20:09:18,2026-01-27 21:41:38,1.54,2.66,4.19,10144.8,ELE-92,CMMS-SIM
F-000206,2026-01-30 19:00:00,20260130,TR-003,CMP-TYR,Sidewall damage,WO-000409,2026-01-30 20:12:26,2026-01-31 02:07:08,5.91,1.21,7.12,10158.5,TYR-82,CMMS-SIM
F-000207,2026-02-02 01:30:00,20260202,TR-003,CMP-SVC,Service-related defect,WO-000410,2026-02-02 02:38:10,2026-02-02 09:46:14,7.13,1.14,8.27,10235.1,SVC-56,CMMS-SIM
F-000208,2026-02-04 19:30:00,20260204,TR-003,CMP-TRN,Torque converter issue,WO-000413,2026-02-04 21:42:10,2026-02-05 03:37:57,5.93,2.2,8.13,10283.7,TRN-99,CMMS-SIM
F-000209,2026-02-27 23:00:00,20260227,TR-003,CMP-HYD,Valve block leak,WO-000419,2026-02-28 00:19:24,2026-02-28 04:04:37,3.75,1.32,5.08,10326.8,HYD-98,CMMS-SIM
F-000210,2026-03-06 02:00:00,20260306,TR-003,CMP-ELE,Starter fault,WO-000425,2026-03-06 02:50:16,2026-03-06 12:02:45,9.21,0.84,10.05,10385.8,ELE-95,CMMS-SIM
F-000211,2026-03-07 07:30:00,20260307,TR-003,CMP-TYR,Track tension failure,WO-000429,2026-03-07 09:34:39,2026-03-07 17:04:57,7.5,2.08,9.58,10396.0,TYR-97,CMMS-SIM
F-000212,2026-03-07 10:30:00,20260307,TR-003,CMP-ELE,Starter fault,WO-000430,2026-03-07 11:02:04,2026-03-07 13:48:45,2.78,0.53,3.31,10469.0,ELE-70,CMMS-SIM
F-000213,2026-03-10 04:30:00,20260310,TR-003,CMP-HYD,Main pump failure,WO-000431,2026-03-10 09:16:03,2026-03-10 12:14:44,2.98,4.77,7.75,10517.9,HYD-40,CMMS-SIM
F-000214,2026-03-10 10:30:00,20260310,TR-003,CMP-HYD,Valve block leak,WO-000432,2026-03-10 11:02:28,2026-03-10 15:17:22,4.25,0.54,4.79,10568.3,HYD-38,CMMS-SIM
F-000215,2026-03-21 00:30:00,20260321,TR-003,CMP-HYD,Main pump failure,WO-000438,2026-03-21 00:49:52,2026-03-21 06:26:21,5.61,0.33,5.94,10586.3,HYD-89,CMMS-SIM
F-000216,2026-03-26 03:00:00,20260326,TR-003,CMP-TYR,Sidewall damage,WO-000439,2026-03-26 03:44:34,2026-03-26 12:20:04,8.59,0.74,9.33,10605.9,TYR-39,CMMS-SIM
F-000217,2026-03-29 11:30:00,20260329,TR-003,CMP-HYD,Main pump failure,WO-000441,2026-03-29 11:55:39,2026-03-29 13:29:02,1.56,0.43,1.98,10663.1,HYD-86,CMMS-SIM
F-000218,2026-03-31 15:30:00,20260331,TR-003,CMP-HYD,Boom cylinder seal leak,WO-000443,2026-03-31 17:33:30,2026-03-31 21:22:57,3.82,2.06,5.88,10692.5,HYD-88,CMMS-SIM
F-000219,2026-04-02 05:00:00,20260402,TR-003,CMP-ELE,Starter fault,WO-000445,2026-04-02 08:44:17,2026-04-02 11:47:49,3.06,3.74,6.8,10766.9,ELE-79,CMMS-SIM
F-000220,2026-04-03 11:00:00,20260403,TR-003,CMP-ELE,Sensor failure,WO-000446,2026-04-03 11:25:38,2026-04-03 17:57:42,6.53,0.43,6.96,10812.8,ELE-30,CMMS-SIM
F-000221,2026-04-13 04:00:00,20260413,TR-003,CMP-HYD,Hose burst,WO-000451,2026-04-13 04:41:19,2026-04-13 07:00:37,2.32,0.69,3.01,10875.0,HYD-17,CMMS-SIM
F-000222,2026-04-14 13:00:00,20260414,TR-003,CMP-ELE,Harness damage,WO-000453,2026-04-14 13:20:06,2026-04-15 03:17:29,13.96,0.34,14.29,10947.6,ELE-72,CMMS-SIM
F-000223,2026-04-15 08:30:00,20260415,TR-003,CMP-HYD,Main pump failure,WO-000454,2026-04-15 11:27:17,2026-04-15 16:18:18,4.85,2.95,7.81,10982.2,HYD-96,CMMS-SIM
F-000224,2026-04-17 12:00:00,20260417,TR-003,CMP-TYR,Tyre change,WO-000455,2026-04-17 15:43:42,2026-04-17 22:34:30,6.85,3.73,10.58,11027.0,TYR-18,CMMS-SIM
F-000225,2026-04-18 10:00:00,20260418,TR-003,CMP-HYD,Hose burst,WO-000456,2026-04-18 10:57:25,2026-04-18 16:20:38,5.39,0.96,6.34,11093.2,HYD-72,CMMS-SIM
F-000226,2026-04-23 12:00:00,20260423,TR-003,CMP-HYD,Valve block leak,WO-000457,2026-04-23 12:59:48,2026-04-23 16:05:40,3.1,1.0,4.09,11125.8,HYD-01,CMMS-SIM
F-000227,2026-04-26 07:00:00,20260426,TR-003,CMP-HYD,Valve block leak,WO-000458,2026-04-26 07:52:33,2026-04-26 21:04:14,13.19,0.88,14.07,11154.8,HYD-32,CMMS-SIM
F-000228,2026-04-30 08:30:00,20260430,TR-003,CMP-HYD,Hose burst,WO-000459,2026-04-30 09:54:03,2026-04-30 12:13:11,2.32,1.4,3.72,11241.4,HYD-48,CMMS-SIM
F-000229,2026-05-02 09:30:00,20260502,TR-003,CMP-ENG,Cooling issue,WO-000460,2026-05-02 10:48:09,2026-05-03 01:42:35,14.91,1.3,16.21,11323.8,ENG-55,CMMS-SIM
F-000230,2026-05-08 22:30:00,20260508,TR-003,CMP-HYD,Boom cylinder seal leak,WO-000465,2026-05-09 01:26:17,2026-05-09 21:00:06,19.56,2.94,22.5,11379.4,HYD-60,CMMS-SIM
F-000231,2026-05-11 19:30:00,20260511,TR-003,CMP-HYD,Boom cylinder seal leak,WO-000466,2026-05-11 20:06:45,2026-05-12 01:43:10,5.61,0.61,6.22,11410.8,HYD-54,CMMS-SIM
F-000232,2026-05-13 16:00:00,20260513,TR-003,CMP-TYR,Sidewall damage,WO-000467,2026-05-13 16:50:58,2026-05-13 21:48:56,4.97,0.85,5.82,11438.1,TYR-41,CMMS-SIM
F-000233,2026-05-18 12:00:00,20260518,TR-003,CMP-ELE,Lighting circuit fault,WO-000469,2026-05-18 13:21:14,2026-05-18 17:51:24,4.5,1.35,5.86,11491.7,ELE-18,CMMS-SIM
F-000234,2026-05-23 16:00:00,20260523,TR-003,CMP-HYD,Hose burst,WO-000470,2026-05-23 17:13:00,2026-05-23 19:49:03,2.6,1.22,3.82,11551.9,HYD-42,CMMS-SIM
F-000235,2026-06-11 20:30:00,20260611,TR-003,CMP-ELE,Sensor failure,WO-000475,2026-06-11 22:22:06,2026-06-12 07:07:11,8.75,1.87,10.62,11564.4,ELE-61,CMMS-SIM
F-000236,2026-06-15 03:00:00,20260615,TR-003,CMP-TYR,Tyre change,WO-000476,2026-06-15 04:13:41,2026-06-15 07:41:19,3.46,1.23,4.69,11575.0,TYR-03,CMMS-SIM
F-000237,2026-07-02 23:00:00,20260702,TR-003,CMP-ENG,Cooling issue,WO-000483,2026-07-02 23:10:33,2026-07-03 10:03:23,10.88,0.18,11.06,11636.4,ENG-15,CMMS-SIM
F-000238,2026-07-06 22:30:00,20260706,TR-003,CMP-HYD,Boom cylinder seal leak,WO-000486,2026-07-07 00:28:59,2026-07-07 07:28:32,6.99,1.98,8.98,11676.2,HYD-35,CMMS-SIM
F-000239,2026-07-22 00:30:00,20260722,TR-003,CMP-ELE,Lighting circuit fault,WO-000492,2026-07-22 01:42:19,2026-07-22 02:49:08,1.11,1.21,2.32,11755.4,ELE-13,CMMS-SIM
F-000240,2026-07-27 15:00:00,20260727,TR-003,CMP-ELE,Sensor failure,WO-000495,2026-07-27 15:02:47,2026-07-27 21:54:11,6.86,0.05,6.9,11792.6,ELE-25,CMMS-SIM
F-000241,2026-08-13 14:00:00,20260813,TR-003,CMP-TYR,Track tension failure,WO-000500,2026-08-13 19:55:45,2026-08-13 22:46:08,2.84,5.93,8.77,11877.6,TYR-97,CMMS-SIM
F-000242,2026-08-14 04:00:00,20260814,TR-003,CMP-ELE,Sensor failure,WO-000501,2026-08-14 07:47:54,2026-08-14 21:40:30,13.88,3.8,17.68,11960.1,ELE-89,CMMS-SIM
F-000243,2026-08-15 05:00:00,20260815,TR-003,CMP-TYR,Track tension failure,WO-000502,2026-08-15 07:15:37,2026-08-15 09:36:44,2.35,2.26,4.61,11989.2,TYR-66,CMMS-SIM
F-000244,2026-08-16 02:00:00,20260816,TR-003,CMP-ELE,Starter fault,WO-000503,2026-08-16 02:39:55,2026-08-16 16:23:24,13.72,0.67,14.39,12019.8,ELE-43,CMMS-SIM
F-000245,2026-09-02 06:00:00,20260902,TR-003,CMP-BRK,Brake pressure fault,WO-000506,2026-09-02 07:36:10,2026-09-02 14:27:50,6.86,1.6,8.46,12034.1,BRK-87,CMMS-SIM
F-000246,2026-09-06 18:30:00,20260906,TR-003,CMP-TYR,Sidewall damage,WO-000507,2026-09-06 20:38:14,2026-09-07 01:41:35,5.06,2.14,7.19,12113.7,TYR-92,CMMS-SIM
F-000247,2025-10-07 07:00:00,20251007,TR-004,CMP-ELE,Starter fault,WO-000513,2025-10-07 07:50:02,2025-10-07 20:34:55,12.75,0.83,13.58,8077.9,ELE-93,CMMS-SIM
F-000248,2025-10-09 18:30:00,20251009,TR-004,CMP-ELE,Harness damage,WO-000516,2025-10-09 19:44:37,2025-10-09 21:57:30,2.21,1.24,3.46,8141.2,ELE-71,CMMS-SIM
F-000249,2025-10-12 23:30:00,20251012,TR-004,CMP-HYD,Main pump failure,WO-000519,2025-10-12 23:42:43,2025-10-13 03:43:09,4.01,0.21,4.22,8209.4,HYD-03,CMMS-SIM
F-000250,2025-10-14 16:30:00,20251014,TR-004,CMP-TYR,Sidewall damage,WO-000521,2025-10-14 21:55:51,2025-10-15 03:51:52,5.93,5.43,11.36,8225.1,TYR-38,CMMS-SIM
F-000251,2025-10-21 18:00:00,20251021,TR-004,CMP-ENG,Fuel system fault,WO-000523,2025-10-21 20:46:48,2025-10-22 02:16:47,5.5,2.78,8.28,8302.4,ENG-02,CMMS-SIM
F-000252,2025-10-25 09:00:00,20251025,TR-004,CMP-HYD,Main pump failure,WO-000525,2025-10-25 09:37:06,2025-10-26 01:58:49,16.36,0.62,16.98,8367.8,HYD-27,CMMS-SIM
F-000253,2025-10-27 11:00:00,20251027,TR-004,CMP-HYD,Main pump failure,WO-000527,2025-10-27 12:27:00,2025-10-27 13:43:59,1.28,1.45,2.73,8424.9,HYD-30,CMMS-SIM
F-000254,2025-10-29 13:30:00,20251029,TR-004,CMP-ELE,Sensor failure,WO-000529,2025-10-29 14:24:00,2025-10-29 23:58:51,9.58,0.9,10.48,8470.0,ELE-42,CMMS-SIM
F-000255,2025-10-30 10:00:00,20251030,TR-004,CMP-HYD,Main pump failure,WO-000530,2025-10-30 10:46:35,2025-10-30 14:09:16,3.38,0.78,4.15,8491.5,HYD-52,CMMS-SIM
F-000256,2025-10-31 16:00:00,20251031,TR-004,CMP-ENG,Cooling issue,WO-000531,2025-10-31 20:49:56,2025-11-01 00:16:45,3.45,4.83,8.28,8558.6,ENG-65,CMMS-SIM
F-000257,2025-11-01 20:00:00,20251101,TR-004,CMP-HYD,Hose burst,WO-000532,2025-11-01 20:09:15,2025-11-01 22:10:23,2.02,0.15,2.17,8582.8,HYD-19,CMMS-SIM
F-000258,2025-11-02 12:00:00,20251102,TR-004,CMP-ELE,Starter fault,WO-000533,2025-11-02 12:21:50,2025-11-02 14:17:01,1.92,0.36,2.28,8625.3,ELE-44,CMMS-SIM
F-000259,2025-11-04 06:00:00,20251104,TR-004,CMP-ELE,Starter fault,WO-000534,2025-11-04 06:43:17,2025-11-04 12:33:06,5.83,0.72,6.55,8680.0,ELE-57,CMMS-SIM
